studiepgm_navn,identifikator,studiepgm_navn_en,instnr,instnavn,instnavn_en,studiested,NUSKODE,fagfelt,fagfelt_nyn,fagfelt_eng,faggruppe,faggruppe_nyn,faggruppe_eng,utdanningsgruppe,utdanningsgruppe_nyn,utdanningsgruppe_eng,bama,fagfelt_bama,studprog_kod,Prosenttall_Praksis,STUDIENIVAKODE,utd_type,utd_gruppe,aggregerte_data,oppr_utvalg,end_utvalg,andel_svart,terskel,an_heltd_DBH,stupoeng_DBH,organis_DBH,pc_praksDBH,undsprakDBH,vidutd_DBH,totstud_DBH,totkvi_DBH,totmenn_DBH,aldmedian_DBH,totkvi_prosent_DBH,totmenn_prosent_DBH,underv_engasj_18,underv_formidl_18,underv_pensum_18,underv_aktiv_18,indeks_underv_18,omftilb_forinnlev_15,omftilb_etterinnlev_15,omftilb_ikkeskrift_15,omftilb_andrestud_15,omftilb_fagprobl_15,omftilb_fagutvikl_15,tilbveil_antall_16,tilbveil_konstru_13,tilbveil_fagdisk_18,indeks_tilbveil_16,tilbveil_student_18,miljo_sosial_13,miljo_fag_13,miljo_studans_15,indeks_psymiljo_15,miljo_lokaler_13,miljo_utstyr_13,miljo_biblio_13,miljo_ikt_13,indeks_fysmiljo_13,indeks_miljo_13,organ_tilgjinfo_17,organ_kvalinfo_17,organ_admtilr_17,organ_fagligsam_17,indeks_organ_17,vurd_pensum_13,vurd_forstaelse_13,vurd_laert_17,vurd_kriterier_17,vurd_fagutv_17,indeks_vurd_17,medvirk_innspill_18,medvirk_oppfolg_18,medvirk_tillitsv_18,indeks_medvirk_18,insp_stimul_13,insp_utfordr_13,insp_motivasjon_14,indeks_insp_14,praksis_forber_14,praksis_organ_18,praksis_komm_14,praksis_tilbakem_14,praksis_fagutford_14,praksis_teori_14,praksis_undervis_14,indeks_praksis_14,yrkrel_komp_16,yrkrel_bruk_18,yrkrel_bransje_18,yrkrel_kontakter_18,indeks_yrkrel_18,laerutb_teori_13,laerutb_metforsk_13,laerutb_egenerf_13,laerutb_fagspes_13,laerutb_refleks_13,laerutb_samarb_13,laerutb_muntkom_13,laerutb_skriftkom_13,laerutb_tenke_13,laerutb_selvst_13,egeteng_motivert_14,egeteng_orgakt_14,egeteng_forberedt_14,egeteng_innsats_14,indeks_egeteng_14,forvent_klare_16,forvent_forberedt_16,forvent_deltar_16,forvent_fagamb_16,indeks_forvent_16,overord_garpahelst_13,overord_altialt_13,tidsbruk_laerakt_14,tidsbruk_egeninns_14,tidsbruk_arbeid_14,digitale_aktivt_18,digitale_kompet_18,digitale_opplaer_18,digitale_laerplatt_18,indeks_digi_18,undbruk_forelesn_14,undbruk_seminar_14,undbruk_gruppe_14,undbruk_innlev_14,undbruk_prosjekt_14,undbruk_feltarb_17,undbruk_lab_14,undbruk_praktov_14,undbruk_case_14,undbruk_simul_14,undbruk_praksis_14,undbruk_digital_14,undbidr_forelesn_14,undbidr_seminar_14,undbidr_gruppe_14,undbidr_innlev_14,undbidr_prosjekt_14,undbidr_feltarb_17,undbidr_lab_14,undbidr_praktov_14,undbidr_case_14,undbidr_simul_14,undbidr_praksis_14,undbidr_digital_14,studiestart_samsvar_18,studiestart_forventn_18,studiestart_innfor_18,studiestart_fagfellans_18,studiestart_fagfellstud_18,studiestart_sosfell_18
Barnehagelærarutdanning deltid,236_BLUBVD,"Bachelor of Education - Early Childhood, part time ",236,Høgskulen i Volda,Volda University College,Volda,621107,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Førskole-/barnehagelærerutdanninger,Førskole-/barnehagelærarutdanningar,Pre-school-/kindergarten teacher education,Bachelor,Lærerutdanninger og utdanninger i pedagogikk - bachelor,BLUBVD,17,B3,BARNEHAGE,BARNEHAGE,0,38,20,1,1,0.8,180,1,17,NOR,0,101,98,3,29,0.97,0.03,4.0,4.1,3.7,3.9,3.9,1.0,1.8,1.1,1.8,1.9,0.7,3.2,3.8,3.6,3.6,3.5,3.9,4.1,3.6,3.9,2.9,3.6,4.4,4.1,3.7,3.8,3.2,3.4,3.0,3.9,3.4,4.4,4.2,4.3,4.3,4.3,4.3,2.8,3.1,3.6,3.1,4.1,4.0,4.2,4.1,4.2,4.0,3.9,4.0,3.8,4.0,3.8,4.0,4.6,4.5,3.6,4.1,4.2,3.8,3.5,3.4,3.8,4.2,4.3,4.3,3.8,4.0,4.4,4.6,4.1,4.1,4.1,4.2,4.1,4.3,4.3,4.2,4.2,5.0,4.4,10.2,7.6,18.5,4.0,3.4,3.5,3.8,3.7,,,,,,,,,,,,,4.0,3.3,2.8,4.3,3.5,3.9,2.9,4.3,4.0,3.6,4.6,3.7,4.0,4.2,4.2,3.9,4.2,4.3
Bachelorgradsstudium i sosialt arbeid - barnevernspedagog,236_BVPBV,Bachelor in Social work - Child Care Workers ,236,Høgskulen i Volda,Volda University College,Volda,662117,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport",Sosialfag,Sosialfag,Social services,Sosialfag,Sosialfag,Social services,Bachelor,"Helse-, sosial- og idretttsfag - bachelor",BVPBV,33,B3,SOSIALFAG,BARNEVERN,0,51,41,1,1,1.0,180,1,33,NOR,0,168,128,40,23,0.76,0.24,3.1,3.1,3.5,3.3,3.3,1.3,1.0,1.1,1.6,1.5,0.8,2.4,2.9,2.8,2.7,3.0,3.8,3.5,3.3,3.5,2.3,3.0,4.1,3.9,3.3,3.4,3.2,3.3,2.8,3.5,3.2,3.3,3.7,3.5,3.3,3.7,3.5,3.0,2.6,3.2,2.9,3.4,4.0,3.3,3.6,,,,,,,,,3.7,3.2,3.3,2.2,3.1,3.7,3.2,3.0,3.1,3.7,4.0,3.7,3.7,3.5,3.8,3.9,3.2,3.0,3.6,3.4,3.5,3.5,3.4,3.4,3.5,4.6,3.8,14.7,11.8,7.5,3.5,3.2,3.3,3.5,3.4,,,,,,,,,,,,,3.3,3.8,3.7,4.0,3.9,3.9,2.6,3.7,3.7,2.9,4.5,3.3,3.5,3.4,3.3,3.1,3.9,4.0
Bachelorstudium i friluftsliv,236_FRIBV,Bachelor in friluftsliv/outdoor life education,236,Høgskulen i Volda,Volda University College,Volda,668907,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport",Idrettsfag,Idrettsfag,Sport and physical education,"Idrettsfag, andre","Idrettsfag, andre","Sport and physical education, other",Bachelor,"Helse-, sosial- og idretttsfag - bachelor",FRIBV,,B3,IDRETT,IDRETT,0,28,27,1,1,1.0,180,1,0,NOR,0,30,18,12,23,0.60,0.40,3.7,3.6,3.3,3.9,3.6,1.7,2.6,2.0,1.6,2.2,1.1,3.4,3.7,3.2,3.4,3.3,4.6,4.2,4.2,4.3,3.3,4.0,4.1,4.2,3.8,4.1,3.2,3.1,3.1,3.7,3.3,4.0,3.9,3.8,3.2,3.8,3.7,3.5,3.1,3.3,3.3,3.8,3.9,3.6,3.7,2.5,2.2,2.2,2.8,3.3,2.9,3.2,2.7,3.9,3.4,3.3,2.5,3.3,3.5,2.5,2.5,3.8,3.8,4.1,3.8,3.2,3.4,3.7,4.0,4.0,3.0,3.4,3.6,3.3,3.6,3.7,3.4,3.5,4.6,4.1,21.9,14.3,1.2,3.2,3.1,2.5,3.1,2.9,,,,,,,,,,,,,3.6,3.3,3.1,3.5,3.5,4.1,1.6,4.5,3.7,2.9,3.8,2.3,3.3,3.5,3.5,3.5,4.0,4.3
Bachelorgradsstudium i historie,236_HISBV,Bachelor in History,236,Høgskulen i Volda,Volda University College,Volda,613102,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Historisk-filosofiske utdanninger,Historisk-filosofiske utdanningar,History and philosophy,Historieutdanninger,Historieutdanningar,History,Bachelor,Humanistiske og estetiske fag - bachelor,HISBV,,B3,HIST-FIL,HISTORIE,1,23,10,0,1,1.0,180,1,0,NOR,0,29,6,23,22,0.21,0.79,,,,,,2.3,1.6,1.0,1.4,1.6,1.3,3.6,4.1,3.3,3.7,,4.1,3.8,4.3,4.0,3.4,4.1,4.3,4.0,3.9,3.9,4.0,3.9,3.5,4.1,3.9,4.0,4.1,4.3,3.8,4.1,4.1,,,,,3.5,4.1,3.7,3.8,,,,,,,,,3.7,,,,,3.5,3.6,3.3,2.9,4.0,4.3,4.3,4.2,4.4,4.4,4.1,3.6,3.8,4.0,3.8,3.9,4.1,4.1,4.4,4.0,4.4,4.3,7.6,21.4,1.7,,,,,,,,,,,,,,,,,,3.6,3.6,2.8,4.8,3.8,3.4,1.0,1.0,1.0,2.5,1.0,4.5,,,,,,
Bachelorstudium i idrett,236_IDRBV,Bachelor in Sports Education,236,Høgskulen i Volda,Volda University College,Volda,668105,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport",Idrettsfag,Idrettsfag,Sport and physical education,Idrettsfag,Idrettsfag,Sport and physical education,Bachelor,"Helse-, sosial- og idretttsfag - bachelor",IDRBV,,B3,IDRETT,IDRETT,0,20,15,1,1,1.0,180,1,0,NOR,0,29,8,21,21,0.28,0.72,3.3,3.5,3.8,3.3,3.5,1.4,2.1,0.9,1.4,1.7,0.8,3.0,3.7,3.5,3.4,3.1,3.4,3.4,3.3,3.4,2.5,3.7,4.5,3.7,3.6,3.5,3.0,2.9,1.7,3.0,2.7,4.0,3.5,3.7,3.8,3.5,3.7,3.2,2.9,3.4,3.1,3.5,4.3,3.1,3.7,2.1,2.0,1.7,2.1,2.6,2.8,2.6,2.3,3.1,2.6,2.9,1.9,2.7,3.5,3.3,3.1,2.7,3.4,3.6,3.6,3.6,3.3,3.7,3.4,3.5,2.5,3.0,3.1,3.4,3.5,3.1,3.5,3.4,4.2,3.7,8.6,11.2,5.8,2.9,3.5,3.5,3.2,3.3,,,,,,,,,,,,,3.5,2.5,3.4,3.9,3.2,2.5,3.6,3.3,3.1,2.4,2.7,3.3,3.1,3.3,2.9,3.1,3.7,3.7
"Bachelorgradsstudium PR, kommunikasjon og media",236_INFBV,"Bachelor of PR, communication and media ",236,Høgskulen i Volda,Volda University College,Volda,635110,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,INFBV,7,B3,MEDIE-INF,MEDIE-INF,0,17,13,1,1,1.0,180,1,7,NOR,0,65,39,26,22,0.60,0.40,2.7,3.2,3.0,2.3,2.8,1.2,1.5,0.8,1.9,1.1,0.4,2.2,2.2,2.2,2.2,2.7,3.9,3.1,2.6,3.2,2.3,2.6,4.2,2.7,2.9,3.1,2.4,2.5,1.8,2.4,2.3,3.5,3.7,3.3,2.8,3.3,3.3,2.1,1.7,2.5,2.1,2.5,2.9,2.3,2.6,,,,,,,,,2.6,2.1,2.9,2.3,2.5,2.7,2.7,2.5,2.8,3.4,3.5,3.3,3.9,2.9,3.3,3.4,3.4,3.0,3.3,3.2,2.5,2.7,2.9,2.3,2.6,4.6,2.7,5.8,10.8,6.5,2.2,2.3,1.9,2.3,2.1,,,,,,,,,,,,,3.3,3.3,2.9,3.2,3.6,3.3,2.0,3.5,3.2,2.1,3.6,3.2,2.4,2.3,2.1,2.5,3.4,3.8
"Journalistikk, spesialisering avis/nett",236_JOUBVAN,"Journalism, print and online journalism",236,Høgskulen i Volda,Volda University College,Volda,635205,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Journalistikk,Journalistikk,Journalism,Bachelor,Samfunnsfag og juridiske fag - bachelor,JOUBVAN,28,B3,MEDIE-INF,MEDIE-INF,0,22,12,1,1,1.0,180,1,28,NOR,0,69,28,41,21,0.41,0.59,3.8,4.0,4.0,3.3,3.8,1.6,3.1,2.1,2.3,2.3,0.7,3.3,4.0,2.9,3.4,3.2,4.2,3.6,3.8,3.9,3.4,3.3,4.2,4.0,3.8,3.8,3.3,3.6,3.3,3.9,3.5,4.0,4.0,4.1,3.8,4.0,4.0,2.9,3.1,3.2,3.0,4.0,4.4,4.0,4.1,,,,,,,,,4.6,3.8,3.6,3.3,3.8,3.8,2.7,2.6,4.0,4.4,4.3,4.1,3.7,3.7,4.0,4.0,3.5,2.8,3.5,3.4,3.3,3.0,3.3,3.5,3.3,4.0,4.5,16.1,12.9,2.5,2.9,3.0,3.1,3.0,3.0,,,,,,,,,,,,,3.3,3.4,3.6,3.4,4.4,4.4,1.7,4.1,3.9,2.8,5.0,3.5,4.4,3.6,4.0,3.1,3.8,4.0
"Journalistikk, spesialisering tv/radio",236_JOUBVTR,"Journalism, television and radio journalism",236,Høgskulen i Volda,Volda University College,Volda,635205,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Journalistikk,Journalistikk,Journalism,Bachelor,Samfunnsfag og juridiske fag - bachelor,JOUBVTR,25,B3,MEDIE-INF,MEDIE-INF,0,31,11,0,1,1.0,180,1,25,NOR,0,76,40,36,21,0.53,0.47,4.2,4.5,4.1,4.2,4.2,1.4,3.0,2.8,1.4,1.9,1.1,3.5,3.8,3.4,3.6,3.4,4.5,4.1,4.5,4.4,3.5,3.8,4.4,3.7,3.8,4.1,3.7,3.8,3.4,3.9,3.7,4.1,4.7,4.1,4.0,4.1,4.2,3.6,3.2,3.2,3.3,4.1,4.3,4.0,4.1,,,,,,,,,4.2,3.7,4.1,3.3,3.8,3.9,2.9,2.6,3.8,4.1,4.4,4.3,4.1,3.6,4.0,4.0,3.6,3.0,3.3,3.4,3.9,3.9,3.9,3.5,3.8,4.6,4.6,19.4,11.1,1.1,3.4,3.6,4.0,3.1,3.5,,,,,,,,,,,,,3.6,2.7,3.3,3.6,3.7,3.6,1.8,4.5,3.8,2.8,4.9,3.8,3.9,3.9,3.8,3.3,3.9,4.4
Bachelorgradsstudium i kunst og handverk,236_KOHBV,Bachelor in Art and Crafts,236,Høgskulen i Volda,Volda University College,Volda,616902,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Bildende kunst og kunsthåndverk,Bildande kunst og kunsthandverk,Visual art and crafts,"Bildende kunst og kunsthåndverk, andre","Bildande kunst og kunsthandverk, andre","Visual art and crafts, other",Bachelor,Humanistiske og estetiske fag - bachelor,KOHBV,,B3,KUNST,KUNST,0,13,11,1,1,1.0,180,1,0,NOR,0,36,33,3,24,0.92,0.08,4.7,4.5,4.0,4.7,4.5,1.0,1.1,3.1,3.3,2.8,1.6,3.8,4.3,4.0,4.0,4.2,4.7,4.6,4.7,4.7,2.4,3.2,4.7,4.0,3.4,4.0,3.8,3.9,3.5,4.1,3.8,4.6,4.8,4.7,4.1,4.6,4.5,4.0,3.9,3.9,3.9,4.4,4.5,4.2,4.4,,,,,,,,,3.4,2.5,2.3,1.1,2.5,3.8,3.2,3.8,4.2,3.9,3.6,3.8,3.2,4.3,4.6,4.7,4.6,4.2,4.4,4.4,4.4,4.1,4.6,4.2,4.3,4.9,4.6,18.9,27.1,4.2,2.9,3.3,3.0,3.4,3.2,,,,,,,,,,,,,3.4,2.3,2.4,3.6,3.9,2.6,2.2,4.6,1.8,1.0,1.6,2.8,3.9,4.0,4.3,3.9,4.2,4.3
Master i kulturmøte,236_KULMMG,Masterstudy Cultural encounters,236,Høgskulen i Volda,Volda University College,Volda,713415,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Historisk-filosofiske utdanninger,Historisk-filosofiske utdanningar,History and philosophy,Kulturutdanninger,Kulturutdanningar,Cultural studies,Master,Humanistiske og estetiske fag - master,KULMMG,,M2,HIST-FIL,HISTORIE,0,7,3,0,0,1.0,120,1,0,NOR,0,15,9,6,33,0.60,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mastergradsstudium i kulturmøte, deltid",236_KULMMGD,Masterstudy Cultural encounters - part time,236,Høgskulen i Volda,Volda University College,Volda,713415,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Historisk-filosofiske utdanninger,Historisk-filosofiske utdanningar,History and philosophy,Kulturutdanninger,Kulturutdanningar,Cultural studies,Master,Humanistiske og estetiske fag - master,KULMMGD,0,M2,HIST-FIL,HISTORIE,0,5,1,0,0,0.5,120,1,0,NOR,0,24,12,12,44,0.50,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master i grunnskolelærerutdanning for trinn 1-7,236_MAGLU1-7,Master in Primary and Lower Secondary Teacher Education for Years 1-7,236,Høgskulen i Volda,Volda University College,Volda,722105,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Allmenn-/grunnskolelærerutdanninger,Allmenn-/grunnskolelærarutdanningar,General-/primary and lower secondary teacher education,Allmenn-/grunnskolelærerutdanninger,Allmenn-/grunnskolelærarutdanningar,General-/primary and lower secondary teacher education,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MAGLU1-7,13,M5,GRUNNSKOLE,GRUNNSKOLE 1-7,0,26,24,1,1,1.0,300,1,13,NOR,0,55,45,10,21,0.82,0.18,3.6,3.8,4.2,3.7,3.8,1.5,2.0,0.9,1.5,1.0,0.9,3.2,3.4,3.2,3.3,3.4,3.9,3.8,3.9,3.8,3.3,3.9,4.2,3.9,3.8,3.8,3.5,3.4,3.2,3.3,3.4,4.1,4.1,3.8,4.0,3.8,4.0,3.6,3.2,3.8,3.5,3.9,4.0,3.5,3.8,3.5,3.4,2.9,4.1,3.9,3.4,3.7,3.5,4.2,3.8,4.2,3.7,4.0,3.6,3.0,3.0,3.9,4.1,4.2,4.1,4.1,3.8,4.3,3.9,3.2,3.2,3.7,3.5,3.5,3.8,4.0,3.9,3.8,4.8,4.1,19.1,12.2,6.2,3.6,3.8,3.4,3.9,3.7,,,,,,,,,,,,,4.2,3.6,3.3,4.1,3.3,3.5,2.1,4.0,3.2,2.3,4.7,3.7,3.8,3.8,3.6,3.6,3.8,4.1
Master i grunnskolelærerutdanning for trinn 5 -10,236_MAGLU5-10,Master in Primary and Lower Secondary Teacher Education for Years 5-10,236,Høgskulen i Volda,Volda University College,Volda,722106,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Allmenn-/grunnskolelærerutdanninger,Allmenn-/grunnskolelærarutdanningar,General-/primary and lower secondary teacher education,Allmenn-/grunnskolelærerutdanninger,Allmenn-/grunnskolelærarutdanningar,General-/primary and lower secondary teacher education,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MAGLU5-10,13,M5,GRUNNSKOLE,GRUNNSKOLE 5-10,0,39,33,1,1,1.0,300,1,13,NOR,0,104,61,43,21,0.59,0.41,3.5,3.7,3.6,3.4,3.6,1.8,2.9,2.0,1.8,1.7,0.9,3.3,3.9,3.1,3.5,3.5,4.3,4.0,3.7,4.0,3.5,3.5,4.3,3.9,3.8,3.9,3.2,3.0,2.7,3.0,3.0,4.1,4.1,3.9,3.7,3.6,3.9,2.9,2.4,3.4,2.9,3.4,4.0,2.9,3.4,2.7,2.1,2.1,3.8,3.6,2.7,2.7,2.8,3.8,3.4,3.6,2.9,3.5,3.5,2.5,2.6,3.4,3.8,4.2,4.1,3.8,3.5,3.9,3.3,3.6,3.3,3.3,3.3,3.6,3.9,3.9,3.8,3.8,4.4,3.2,16.5,10.1,6.5,3.1,3.2,3.1,3.3,3.2,,,,,,,,,,,,,3.8,2.9,3.5,3.8,3.3,3.0,2.1,3.4,3.3,2.2,4.5,3.4,3.4,3.6,3.3,3.1,3.8,3.8
Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering,236_MEIMA,Master's degree in health and social sciences - coping and empowerment ,236,Høgskulen i Volda,Volda University College,Volda,769923,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other",Master,"Helse-, sosial- og idrettsfag - master",MEIMA,,M2,HELSE OG SOSIAL ANDRE,HELSE OG SOSIAL DIV,0,8,5,1,0,1.0,120,1,0,NOR,0,29,24,5,30,0.83,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mastergradsstudium i helse- og sosialfag - meistring og myndiggjering - deltid,236_MEIMA-DEL,"Master's degree in health and social sciences - coping and empowerment, part - time ",236,Høgskulen i Volda,Volda University College,Volda,769923,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other",Master,"Helse-, sosial- og idrettsfag - master",MEIMA-DEL,,M2,HELSE OG SOSIAL ANDRE,HELSE OG SOSIAL DIV,0,1,0,0,0,0.5,120,1,0,NOR,0,18,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor i mediedesign,236_MIDBVDES,Media design,236,Høgskulen i Volda,Volda University College,Volda,635111,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,MIDBVDES,,B3,MEDIE-INF,MEDIE-INF,0,18,13,1,1,1.0,180,1,0,NOR,0,38,14,24,20,0.37,0.63,2.4,2.4,2.8,3.5,2.8,1.2,1.2,1.5,1.7,1.6,0.7,1.8,1.7,2.1,1.9,3.6,4.2,3.6,2.4,3.4,3.2,3.3,4.0,3.7,3.5,3.5,2.2,2.2,2.1,2.1,2.1,3.0,3.6,3.0,3.0,2.8,3.1,2.0,1.9,2.5,2.2,2.4,2.9,2.1,2.5,,,,,,,,,2.4,2.1,2.3,1.3,2.0,2.2,3.0,3.2,2.3,3.5,3.6,3.7,3.7,3.3,4.1,3.5,3.6,3.7,3.8,3.7,2.9,2.8,2.9,2.4,3.0,4.0,2.2,14.4,13.9,3.9,3.4,3.0,2.7,3.3,3.1,,,,,,,,,,,,,3.2,2.3,3.1,3.5,3.7,3.1,1.5,3.4,3.0,2.3,3.4,3.4,2.4,2.3,2.4,2.7,3.6,3.9
Bachelor i medieproduksjon,236_MIDBVPRO,Media Production,236,Høgskulen i Volda,Volda University College,Volda,635111,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Bachelor,Samfunnsfag og juridiske fag - bachelor,MIDBVPRO,,B3,MEDIE-INF,MEDIE-INF,0,22,22,1,1,1.0,180,1,0,NOR,0,55,15,40,21,0.27,0.73,4.5,4.4,4.7,4.8,4.6,2.4,2.8,2.9,2.5,2.7,2.0,4.0,4.1,4.0,4.1,3.8,4.5,4.4,4.8,4.5,3.1,4.0,4.4,3.5,3.8,4.1,3.6,3.6,3.2,4.0,3.6,4.4,4.4,4.2,4.0,4.3,4.3,4.2,3.8,3.7,3.9,4.1,4.2,4.3,4.2,,,,,,,,,4.6,4.2,4.0,4.1,4.2,3.8,3.6,3.6,4.3,4.2,4.8,4.4,3.9,4.6,4.3,4.1,4.0,3.7,4.0,4.0,4.2,4.3,4.2,4.1,4.1,4.7,4.4,20.0,12.9,0.8,4.1,4.4,3.5,4.0,4.0,,,,,,,,,,,,,4.3,3.8,3.7,3.6,4.7,4.5,3.3,4.4,4.1,3.8,4.4,4.2,4.0,3.9,4.0,3.9,3.8,4.0
Master in Media Practices,236_MMP,Master in Media Practices,236,Høgskulen i Volda,Volda University College,Volda,735120,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Medie- og informasjonsfag,Medie- og informasjonsfag,Media and information,Media og kommunikasjon,Medium og kommunikasjon,Media and communication,Master,Samfunnsfag og juridiske fag - master,MMP,0,M2,MEDIE-INF,MEDIE-INF,0,27,10,0,1,1.0,120,1,0,ENG,0,46,23,23,27,0.50,0.50,3.9,3.7,3.9,3.9,3.9,1.8,1.4,2.0,2.3,2.7,1.6,3.2,3.7,3.6,3.5,3.8,4.6,4.1,4.0,4.2,3.0,3.3,4.3,3.8,3.6,3.9,3.1,3.5,1.9,2.8,2.8,4.0,3.9,3.6,2.8,3.3,3.5,4.3,3.8,4.4,4.1,3.6,3.6,3.6,3.6,3.8,4.0,3.7,3.8,4.0,3.2,3.0,3.6,3.6,3.0,3.5,2.9,3.3,3.5,3.9,3.6,4.0,4.1,4.1,3.9,3.8,3.3,4.1,4.3,3.8,3.6,3.8,3.8,3.5,3.4,3.6,3.9,3.6,4.0,3.8,14.4,21.6,13.1,3.3,2.9,3.0,3.3,3.1,,,,,,,,,,,,,3.6,3.5,3.1,3.5,4.0,3.6,2.0,3.5,3.3,1.5,3.9,3.4,3.6,3.1,2.6,3.5,4.1,4.0
Bachelorgradsstudium i musikk,236_MUSBV,Bachelor of Music,236,Høgskulen i Volda,Volda University College,Volda,615115,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,"Musikk, dans og drama","Musikk, dans og drama","Music, dance and drama",Sang- og musikkutdanninger,Song- og musikkutdanningar,Vocal and instrumental music,Bachelor,Humanistiske og estetiske fag - bachelor,MUSBV,,B3,KUNST,KUNST,0,11,10,1,1,1.0,180,1,0,NOR,0,40,11,29,22,0.28,0.73,4.2,4.1,4.5,4.6,4.3,1.8,2.2,2.4,2.2,2.5,2.1,4.1,4.2,4.0,4.1,4.0,4.7,4.4,4.5,4.5,3.7,3.9,4.4,4.0,4.0,4.2,3.8,3.7,3.5,4.2,3.8,4.3,4.3,4.5,4.1,4.5,4.3,4.1,4.2,4.1,4.2,4.3,4.1,4.0,4.1,3.6,4.1,4.3,3.9,4.0,3.8,4.0,3.9,4.6,4.0,3.8,3.4,4.0,4.1,3.5,3.7,4.1,4.2,4.4,4.2,4.0,4.1,4.6,4.1,3.7,3.6,4.0,3.8,4.0,3.9,4.4,3.7,4.0,4.7,4.6,13.7,14.2,3.6,4.1,3.1,4.2,4.0,3.9,,,,,,,,,,,,,4.1,3.0,3.3,3.7,4.2,3.0,3.6,4.7,2.7,2.3,4.0,4.0,3.8,3.8,3.8,4.3,4.7,4.8
